Object ID,File Path,Description,BBox,Text,Confidence
9,data/segmented_objects\image_1_9.jpg,car,"[[1355.0, 223.0], [1383.0, 223.0], [1383.0, 237.0], [1355.0, 237.0]]",Fa,0.0011996166093573
9,data/segmented_objects\image_1_9.jpg,car,"[[1416.0, 252.0], [1440.0, 252.0], [1440.0, 280.0], [1416.0, 280.0]]",0,0.6477575888950469
9,data/segmented_objects\image_1_9.jpg,car,"[[110.0, 350.0], [176.0, 350.0], [176.0, 380.0], [110.0, 380.0]]",Guun,0.2729681730270386
9,data/segmented_objects\image_1_9.jpg,car,"[[1324.0, 344.0], [1402.0, 344.0], [1402.0, 394.0], [1324.0, 394.0]]",Vdd,0.1146690412192941
9,data/segmented_objects\image_1_9.jpg,car,"[[1271.0, 391.0], [1321.0, 391.0], [1321.0, 405.0], [1271.0, 405.0]]",Cdv,0.0322451771190488
9,data/segmented_objects\image_1_9.jpg,car,"[[1349.0, 385.0], [1397.0, 385.0], [1397.0, 401.0], [1349.0, 401.0]]",Wb,0.0509059817107518
9,data/segmented_objects\image_1_9.jpg,car,"[[1323.0, 607.0], [1363.0, 607.0], [1363.0, 643.0], [1323.0, 643.0]]",K,0.3562854665682522
9,data/segmented_objects\image_1_9.jpg,car,"[[0.0, 905.0], [35.0, 905.0], [35.0, 961.0], [0.0, 961.0]]",X,0.7883051172538593
9,data/segmented_objects\image_1_9.jpg,car,"[[242.0, 992.0], [268.0, 992.0], [268.0, 1022.0], [242.0, 1022.0]]",0,0.0554695535380498
9,data/segmented_objects\image_1_9.jpg,car,"[[1285.0, 1153.0], [1449.0, 1153.0], [1449.0, 1173.0], [1285.0, 1173.0]]",IMAGE ID: 1215385771,0.6273461161076918
9,data/segmented_objects\image_1_9.jpg,car,"[[45.0, 1147.0], [359.0, 1147.0], [359.0, 1207.0], [45.0, 1207.0]]","shutterstesck""",0.7393701513345473
9,data/segmented_objects\image_1_9.jpg,car,"[[1305.0, 1181.0], [1451.0, 1181.0], [1451.0, 1197.0], [1305.0, 1197.0]]",wwvwshulterstockcom,0.5604497965374314
9,data/segmented_objects\image_1_9.jpg,car,"[[286.9904649372536, 26.679976368232488], [379.15383511751736, -37.24926588100667], [412.0095350627464, 18.320023631767512], [318.84616488248264, 82.24926588100666]]",shul,0.5163193345069885
9,data/segmented_objects\image_1_9.jpg,car,"[[1287.9904649372536, 27.679976368232488], [1385.3086618802047, -37.16869164105971], [1418.0095350627464, 19.320023631767512], [1319.6913381197953, 85.16869164105971]]",shul,0.7743600606918335
9,data/segmented_objects\image_1_9.jpg,car,"[[519.2397140787303, 146.05814151174692], [652.1711202283261, 50.13425343594529], [672.7602859212697, 90.94185848825309], [540.8288797716739, 185.86574656405472]]",Hugphakram,0.9997721802111348
9,data/segmented_objects\image_1_9.jpg,car,"[[957.5116820441493, 327.0170532313361], [1193.5517134651363, 142.68192661471315], [1224.4883179558506, 197.9829467686639], [988.4482865348637, 382.3180733852869]]","shutterstesck""",0.6438570326994413
9,data/segmented_objects\image_1_9.jpg,car,"[[1354.8905996075496, 313.3358994113243], [1404.748314552243, 309.02871413764274], [1406.1094003924504, 331.6641005886757], [1356.251685447757, 335.97128586235726]]",~sdb,0.0994288697838783
9,data/segmented_objects\image_1_9.jpg,car,"[[1267.3358994113244, 333.5038491169865], [1319.5724787771376, 328.45651273371743], [1321.6641005886756, 353.4961508830135], [1269.4275212228624, 358.54348726628257]]",aucs,0.0556609481573104
9,data/segmented_objects\image_1_9.jpg,car,"[[1269.5134117075056, 374.6620705367551], [1306.6805932964485, 368.91574626035583], [1308.4865882924944, 386.3379294632449], [1272.3194067035515, 391.08425373964417]]",Guada [,0.0325451456306891
9,data/segmented_objects\image_1_9.jpg,car,"[[356.27253004752583, 591.0532043231757], [491.2270560936377, 493.1808235222085], [511.72746995247417, 532.9467956768243], [375.7729439063623, 629.8191764777914]]",Hugphakram,0.8654084762281413
9,data/segmented_objects\image_1_9.jpg,car,"[[-25.989949493661165, 605.0703535443719], [125.13011612539617, 493.34826214419473], [154.98994949366116, 548.9296464556281], [2.86988387460383, 660.6517378558053]]",Autterste,0.3526491949171481
9,data/segmented_objects\image_1_9.jpg,car,"[[853.6617806810696, 734.1824104518503], [950.9334836031323, 667.950966294268], [971.3382193189304, 707.8175895481497], [874.0665163968677, 774.049033705732]]",Hugphakr,0.6439651924958989
9,data/segmented_objects\image_1_9.jpg,car,"[[1076.6780682444492, 825.1259548711355], [1191.4729725684979, 733.9222980051288], [1223.3219317555508, 786.8740451288645], [1108.5270274315021, 879.0777019948712]]","strsck""",0.7332951413702559
9,data/segmented_objects\image_1_9.jpg,car,"[[286.1355265538526, 913.0468442954443], [470.8925536901503, 775.6704724987566], [502.8644734461474, 836.9531557045557], [318.1074463098497, 973.3295275012434]]",shutterste,0.7159745707757109
9,data/segmented_objects\image_1_9.jpg,car,"[[959.6530987749529, 919.1308037522599], [1078.568616732112, 826.9779592645608], [1110.346901225047, 881.8691962477401], [991.4313832678879, 974.0220407354392]]",shuttec,0.6712763817889785
9,data/segmented_objects\image_1_9.jpg,car,"[[428.3516732326157, 1106.230856314155], [524.9460783802164, 1033.7730867447774], [553.6483267673842, 1082.769143685845], [457.05392161978364, 1154.2269132552226]]","trsck""",0.9305082067087452
10,data/segmented_objects\image_1_10.jpg,bus,"[[0.0, 15.0], [33.0, 15.0], [33.0, 75.0], [0.0, 75.0]]",{,0.0348917360018399
10,data/segmented_objects\image_1_10.jpg,bus,"[[242.0, 104.0], [270.0, 104.0], [270.0, 134.0], [242.0, 134.0]]",9,0.0711856995142312
10,data/segmented_objects\image_1_10.jpg,bus,"[[1248.0, 102.0], [1274.0, 102.0], [1274.0, 134.0], [1248.0, 134.0]]",5,0.1045645974227795
10,data/segmented_objects\image_1_10.jpg,bus,"[[989.0, 131.0], [1045.0, 131.0], [1045.0, 145.0], [989.0, 145.0]]",WdM12,0.0039718806560086
10,data/segmented_objects\image_1_10.jpg,bus,"[[983.0, 130.0], [1127.0, 130.0], [1127.0, 168.0], [983.0, 168.0]]",Kuss;du,0.092085070004481
10,data/segmented_objects\image_1_10.jpg,bus,"[[1355.0, 223.0], [1383.0, 223.0], [1383.0, 237.0], [1355.0, 237.0]]",Fa,0.0011996166093573
10,data/segmented_objects\image_1_10.jpg,bus,"[[1416.0, 252.0], [1440.0, 252.0], [1440.0, 280.0], [1416.0, 280.0]]",0,0.6477575888950469
10,data/segmented_objects\image_1_10.jpg,bus,"[[110.0, 350.0], [176.0, 350.0], [176.0, 380.0], [110.0, 380.0]]",Guun,0.2729681730270386
10,data/segmented_objects\image_1_10.jpg,bus,"[[1324.0, 344.0], [1402.0, 344.0], [1402.0, 394.0], [1324.0, 394.0]]",Vdd,0.1146690412192941
10,data/segmented_objects\image_1_10.jpg,bus,"[[1271.0, 391.0], [1321.0, 391.0], [1321.0, 405.0], [1271.0, 405.0]]",Cdv,0.0322451771190488
10,data/segmented_objects\image_1_10.jpg,bus,"[[1349.0, 385.0], [1397.0, 385.0], [1397.0, 401.0], [1349.0, 401.0]]",Wb,0.0509059817107518
10,data/segmented_objects\image_1_10.jpg,bus,"[[1323.0, 607.0], [1363.0, 607.0], [1363.0, 643.0], [1323.0, 643.0]]",K,0.3562854665682522
10,data/segmented_objects\image_1_10.jpg,bus,"[[0.0, 905.0], [35.0, 905.0], [35.0, 961.0], [0.0, 961.0]]",X,0.7883051172538593
10,data/segmented_objects\image_1_10.jpg,bus,"[[242.0, 992.0], [268.0, 992.0], [268.0, 1022.0], [242.0, 1022.0]]",0,0.0554695535380498
10,data/segmented_objects\image_1_10.jpg,bus,"[[1285.0, 1153.0], [1449.0, 1153.0], [1449.0, 1173.0], [1285.0, 1173.0]]",IMAGE ID: 1215385771,0.6273461161076918
10,data/segmented_objects\image_1_10.jpg,bus,"[[45.0, 1147.0], [359.0, 1147.0], [359.0, 1207.0], [45.0, 1207.0]]","shutterstesck""",0.7393701513345473
10,data/segmented_objects\image_1_10.jpg,bus,"[[1305.0, 1181.0], [1451.0, 1181.0], [1451.0, 1197.0], [1305.0, 1197.0]]",wwvwshulterstockcom,0.5604497965374314
10,data/segmented_objects\image_1_10.jpg,bus,"[[286.9904649372536, 26.679976368232488], [379.15383511751736, -37.24926588100667], [412.0095350627464, 18.320023631767512], [318.84616488248264, 82.24926588100666]]",shul,0.5163193345069885
10,data/segmented_objects\image_1_10.jpg,bus,"[[1287.9904649372536, 27.679976368232488], [1385.3086618802047, -37.16869164105971], [1418.0095350627464, 19.320023631767512], [1319.6913381197953, 85.16869164105971]]",shul,0.7743600606918335
10,data/segmented_objects\image_1_10.jpg,bus,"[[519.2397140787303, 146.05814151174692], [652.1711202283261, 50.13425343594529], [672.7602859212697, 90.94185848825309], [540.8288797716739, 185.86574656405472]]",Hugphakram,0.9997721802111348
10,data/segmented_objects\image_1_10.jpg,bus,"[[957.5116820441493, 327.0170532313361], [1193.5517134651363, 142.68192661471315], [1224.4883179558506, 197.9829467686639], [988.4482865348637, 382.3180733852869]]","shutterstesck""",0.6438570326994413
10,data/segmented_objects\image_1_10.jpg,bus,"[[1354.8905996075496, 313.3358994113243], [1404.748314552243, 309.02871413764274], [1406.1094003924504, 331.6641005886757], [1356.251685447757, 335.97128586235726]]",~sdb,0.0994288697838783
10,data/segmented_objects\image_1_10.jpg,bus,"[[1267.3358994113244, 333.5038491169865], [1319.5724787771376, 328.45651273371743], [1321.6641005886756, 353.4961508830135], [1269.4275212228624, 358.54348726628257]]",aucs,0.0556609481573104
10,data/segmented_objects\image_1_10.jpg,bus,"[[1269.5134117075056, 374.6620705367551], [1306.6805932964485, 368.91574626035583], [1308.4865882924944, 386.3379294632449], [1272.3194067035515, 391.08425373964417]]",Guada [,0.0325451456306891
10,data/segmented_objects\image_1_10.jpg,bus,"[[356.27253004752583, 591.0532043231757], [491.2270560936377, 493.1808235222085], [511.72746995247417, 532.9467956768243], [375.7729439063623, 629.8191764777914]]",Hugphakram,0.8654084762281413
10,data/segmented_objects\image_1_10.jpg,bus,"[[-25.989949493661165, 605.0703535443719], [125.13011612539617, 493.34826214419473], [154.98994949366116, 548.9296464556281], [2.86988387460383, 660.6517378558053]]",Autterste,0.3526491949171481
10,data/segmented_objects\image_1_10.jpg,bus,"[[853.6617806810696, 734.1824104518503], [950.9334836031323, 667.950966294268], [971.3382193189304, 707.8175895481497], [874.0665163968677, 774.049033705732]]",Hugphakr,0.6439651924958989
10,data/segmented_objects\image_1_10.jpg,bus,"[[1076.6780682444492, 825.1259548711355], [1191.4729725684979, 733.9222980051288], [1223.3219317555508, 786.8740451288645], [1108.5270274315021, 879.0777019948712]]","strsck""",0.7332951413702559
10,data/segmented_objects\image_1_10.jpg,bus,"[[286.1355265538526, 913.0468442954443], [470.8925536901503, 775.6704724987566], [502.8644734461474, 836.9531557045557], [318.1074463098497, 973.3295275012434]]",shutterste,0.7159745707757109
10,data/segmented_objects\image_1_10.jpg,bus,"[[959.6530987749529, 919.1308037522599], [1078.568616732112, 826.9779592645608], [1110.346901225047, 881.8691962477401], [991.4313832678879, 974.0220407354392]]",shuttec,0.6712763817889785
10,data/segmented_objects\image_1_10.jpg,bus,"[[428.3516732326157, 1106.230856314155], [524.9460783802164, 1033.7730867447774], [553.6483267673842, 1082.769143685845], [457.05392161978364, 1154.2269132552226]]","trsck""",0.9305082067087452
11,data/segmented_objects\image_1_11.jpg,car,"[[0.0, 15.0], [33.0, 15.0], [33.0, 75.0], [0.0, 75.0]]",{,0.0348917360018399
11,data/segmented_objects\image_1_11.jpg,car,"[[242.0, 104.0], [270.0, 104.0], [270.0, 134.0], [242.0, 134.0]]",9,0.0711856995142312
11,data/segmented_objects\image_1_11.jpg,car,"[[1248.0, 102.0], [1274.0, 102.0], [1274.0, 134.0], [1248.0, 134.0]]",5,0.1045645974227795
11,data/segmented_objects\image_1_11.jpg,car,"[[989.0, 131.0], [1045.0, 131.0], [1045.0, 145.0], [989.0, 145.0]]",WdM12,0.0039718806560086
11,data/segmented_objects\image_1_11.jpg,car,"[[983.0, 130.0], [1127.0, 130.0], [1127.0, 168.0], [983.0, 168.0]]",Kuss;du,0.092085070004481
11,data/segmented_objects\image_1_11.jpg,car,"[[1355.0, 223.0], [1383.0, 223.0], [1383.0, 237.0], [1355.0, 237.0]]",Fa,0.0011996166093573
11,data/segmented_objects\image_1_11.jpg,car,"[[1416.0, 252.0], [1440.0, 252.0], [1440.0, 280.0], [1416.0, 280.0]]",0,0.6477575888950469
11,data/segmented_objects\image_1_11.jpg,car,"[[110.0, 350.0], [176.0, 350.0], [176.0, 380.0], [110.0, 380.0]]",Guun,0.2729681730270386
11,data/segmented_objects\image_1_11.jpg,car,"[[1324.0, 344.0], [1402.0, 344.0], [1402.0, 394.0], [1324.0, 394.0]]",Vdd,0.1146690412192941
11,data/segmented_objects\image_1_11.jpg,car,"[[1271.0, 391.0], [1321.0, 391.0], [1321.0, 405.0], [1271.0, 405.0]]",Cdv,0.0322451771190488
11,data/segmented_objects\image_1_11.jpg,car,"[[1349.0, 385.0], [1397.0, 385.0], [1397.0, 401.0], [1349.0, 401.0]]",Wb,0.0509059817107518
11,data/segmented_objects\image_1_11.jpg,car,"[[1323.0, 607.0], [1363.0, 607.0], [1363.0, 643.0], [1323.0, 643.0]]",K,0.3562854665682522
11,data/segmented_objects\image_1_11.jpg,car,"[[0.0, 905.0], [35.0, 905.0], [35.0, 961.0], [0.0, 961.0]]",X,0.7883051172538593
11,data/segmented_objects\image_1_11.jpg,car,"[[242.0, 992.0], [268.0, 992.0], [268.0, 1022.0], [242.0, 1022.0]]",0,0.0554695535380498
11,data/segmented_objects\image_1_11.jpg,car,"[[1285.0, 1153.0], [1449.0, 1153.0], [1449.0, 1173.0], [1285.0, 1173.0]]",IMAGE ID: 1215385771,0.6273461161076918
11,data/segmented_objects\image_1_11.jpg,car,"[[45.0, 1147.0], [359.0, 1147.0], [359.0, 1207.0], [45.0, 1207.0]]","shutterstesck""",0.7393701513345473
11,data/segmented_objects\image_1_11.jpg,car,"[[1305.0, 1181.0], [1451.0, 1181.0], [1451.0, 1197.0], [1305.0, 1197.0]]",wwvwshulterstockcom,0.5604497965374314
11,data/segmented_objects\image_1_11.jpg,car,"[[286.9904649372536, 26.679976368232488], [379.15383511751736, -37.24926588100667], [412.0095350627464, 18.320023631767512], [318.84616488248264, 82.24926588100666]]",shul,0.5163193345069885
11,data/segmented_objects\image_1_11.jpg,car,"[[1287.9904649372536, 27.679976368232488], [1385.3086618802047, -37.16869164105971], [1418.0095350627464, 19.320023631767512], [1319.6913381197953, 85.16869164105971]]",shul,0.7743600606918335
11,data/segmented_objects\image_1_11.jpg,car,"[[519.2397140787303, 146.05814151174692], [652.1711202283261, 50.13425343594529], [672.7602859212697, 90.94185848825309], [540.8288797716739, 185.86574656405472]]",Hugphakram,0.9997721802111348
11,data/segmented_objects\image_1_11.jpg,car,"[[957.5116820441493, 327.0170532313361], [1193.5517134651363, 142.68192661471315], [1224.4883179558506, 197.9829467686639], [988.4482865348637, 382.3180733852869]]","shutterstesck""",0.6438570326994413
11,data/segmented_objects\image_1_11.jpg,car,"[[1354.8905996075496, 313.3358994113243], [1404.748314552243, 309.02871413764274], [1406.1094003924504, 331.6641005886757], [1356.251685447757, 335.97128586235726]]",~sdb,0.0994288697838783
11,data/segmented_objects\image_1_11.jpg,car,"[[1267.3358994113244, 333.5038491169865], [1319.5724787771376, 328.45651273371743], [1321.6641005886756, 353.4961508830135], [1269.4275212228624, 358.54348726628257]]",aucs,0.0556609481573104
11,data/segmented_objects\image_1_11.jpg,car,"[[1269.5134117075056, 374.6620705367551], [1306.6805932964485, 368.91574626035583], [1308.4865882924944, 386.3379294632449], [1272.3194067035515, 391.08425373964417]]",Guada [,0.0325451456306891
11,data/segmented_objects\image_1_11.jpg,car,"[[356.27253004752583, 591.0532043231757], [491.2270560936377, 493.1808235222085], [511.72746995247417, 532.9467956768243], [375.7729439063623, 629.8191764777914]]",Hugphakram,0.8654084762281413
11,data/segmented_objects\image_1_11.jpg,car,"[[-25.989949493661165, 605.0703535443719], [125.13011612539617, 493.34826214419473], [154.98994949366116, 548.9296464556281], [2.86988387460383, 660.6517378558053]]",Autterste,0.3526491949171481
11,data/segmented_objects\image_1_11.jpg,car,"[[853.6617806810696, 734.1824104518503], [950.9334836031323, 667.950966294268], [971.3382193189304, 707.8175895481497], [874.0665163968677, 774.049033705732]]",Hugphakr,0.6439651924958989
11,data/segmented_objects\image_1_11.jpg,car,"[[1076.6780682444492, 825.1259548711355], [1191.4729725684979, 733.9222980051288], [1223.3219317555508, 786.8740451288645], [1108.5270274315021, 879.0777019948712]]","strsck""",0.7332951413702559
11,data/segmented_objects\image_1_11.jpg,car,"[[286.1355265538526, 913.0468442954443], [470.8925536901503, 775.6704724987566], [502.8644734461474, 836.9531557045557], [318.1074463098497, 973.3295275012434]]",shutterste,0.7159745707757109
11,data/segmented_objects\image_1_11.jpg,car,"[[959.6530987749529, 919.1308037522599], [1078.568616732112, 826.9779592645608], [1110.346901225047, 881.8691962477401], [991.4313832678879, 974.0220407354392]]",shuttec,0.6712763817889785
11,data/segmented_objects\image_1_11.jpg,car,"[[428.3516732326157, 1106.230856314155], [524.9460783802164, 1033.7730867447774], [553.6483267673842, 1082.769143685845], [457.05392161978364, 1154.2269132552226]]","trsck""",0.9305082067087452
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[0.0, 15.0], [33.0, 15.0], [33.0, 75.0], [0.0, 75.0]]",{,0.0348917360018399
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[242.0, 104.0], [270.0, 104.0], [270.0, 134.0], [242.0, 134.0]]",9,0.0711856995142312
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1248.0, 102.0], [1274.0, 102.0], [1274.0, 134.0], [1248.0, 134.0]]",5,0.1045645974227795
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[989.0, 131.0], [1045.0, 131.0], [1045.0, 145.0], [989.0, 145.0]]",WdM12,0.0039718806560086
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[983.0, 130.0], [1127.0, 130.0], [1127.0, 168.0], [983.0, 168.0]]",Kuss;du,0.092085070004481
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1355.0, 223.0], [1383.0, 223.0], [1383.0, 237.0], [1355.0, 237.0]]",Fa,0.0011996166093573
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1416.0, 252.0], [1440.0, 252.0], [1440.0, 280.0], [1416.0, 280.0]]",0,0.6477575888950469
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[110.0, 350.0], [176.0, 350.0], [176.0, 380.0], [110.0, 380.0]]",Guun,0.2729681730270386
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1324.0, 344.0], [1402.0, 344.0], [1402.0, 394.0], [1324.0, 394.0]]",Vdd,0.1146690412192941
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1271.0, 391.0], [1321.0, 391.0], [1321.0, 405.0], [1271.0, 405.0]]",Cdv,0.0322451771190488
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1349.0, 385.0], [1397.0, 385.0], [1397.0, 401.0], [1349.0, 401.0]]",Wb,0.0509059817107518
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1323.0, 607.0], [1363.0, 607.0], [1363.0, 643.0], [1323.0, 643.0]]",K,0.3562854665682522
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[0.0, 905.0], [35.0, 905.0], [35.0, 961.0], [0.0, 961.0]]",X,0.7883051172538593
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[242.0, 992.0], [268.0, 992.0], [268.0, 1022.0], [242.0, 1022.0]]",0,0.0554695535380498
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1285.0, 1153.0], [1449.0, 1153.0], [1449.0, 1173.0], [1285.0, 1173.0]]",IMAGE ID: 1215385771,0.6273461161076918
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[45.0, 1147.0], [359.0, 1147.0], [359.0, 1207.0], [45.0, 1207.0]]","shutterstesck""",0.7393701513345473
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1305.0, 1181.0], [1451.0, 1181.0], [1451.0, 1197.0], [1305.0, 1197.0]]",wwvwshulterstockcom,0.5604497965374314
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[286.9904649372536, 26.679976368232488], [379.15383511751736, -37.24926588100667], [412.0095350627464, 18.320023631767512], [318.84616488248264, 82.24926588100666]]",shul,0.5163193345069885
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1287.9904649372536, 27.679976368232488], [1385.3086618802047, -37.16869164105971], [1418.0095350627464, 19.320023631767512], [1319.6913381197953, 85.16869164105971]]",shul,0.7743600606918335
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[519.2397140787303, 146.05814151174692], [652.1711202283261, 50.13425343594529], [672.7602859212697, 90.94185848825309], [540.8288797716739, 185.86574656405472]]",Hugphakram,0.9997721802111348
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[957.5116820441493, 327.0170532313361], [1193.5517134651363, 142.68192661471315], [1224.4883179558506, 197.9829467686639], [988.4482865348637, 382.3180733852869]]","shutterstesck""",0.6438570326994413
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1354.8905996075496, 313.3358994113243], [1404.748314552243, 309.02871413764274], [1406.1094003924504, 331.6641005886757], [1356.251685447757, 335.97128586235726]]",~sdb,0.0994288697838783
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1267.3358994113244, 333.5038491169865], [1319.5724787771376, 328.45651273371743], [1321.6641005886756, 353.4961508830135], [1269.4275212228624, 358.54348726628257]]",aucs,0.0556609481573104
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1269.5134117075056, 374.6620705367551], [1306.6805932964485, 368.91574626035583], [1308.4865882924944, 386.3379294632449], [1272.3194067035515, 391.08425373964417]]",Guada [,0.0325451456306891
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[356.27253004752583, 591.0532043231757], [491.2270560936377, 493.1808235222085], [511.72746995247417, 532.9467956768243], [375.7729439063623, 629.8191764777914]]",Hugphakram,0.8654084762281413
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[-25.989949493661165, 605.0703535443719], [125.13011612539617, 493.34826214419473], [154.98994949366116, 548.9296464556281], [2.86988387460383, 660.6517378558053]]",Autterste,0.3526491949171481
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[853.6617806810696, 734.1824104518503], [950.9334836031323, 667.950966294268], [971.3382193189304, 707.8175895481497], [874.0665163968677, 774.049033705732]]",Hugphakr,0.6439651924958989
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[1076.6780682444492, 825.1259548711355], [1191.4729725684979, 733.9222980051288], [1223.3219317555508, 786.8740451288645], [1108.5270274315021, 879.0777019948712]]","strsck""",0.7332951413702559
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[286.1355265538526, 913.0468442954443], [470.8925536901503, 775.6704724987566], [502.8644734461474, 836.9531557045557], [318.1074463098497, 973.3295275012434]]",shutterste,0.7159745707757109
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[959.6530987749529, 919.1308037522599], [1078.568616732112, 826.9779592645608], [1110.346901225047, 881.8691962477401], [991.4313832678879, 974.0220407354392]]",shuttec,0.6712763817889785
12,data/segmented_objects\image_1_12.jpg,sports ball,"[[428.3516732326157, 1106.230856314155], [524.9460783802164, 1033.7730867447774], [553.6483267673842, 1082.769143685845], [457.05392161978364, 1154.2269132552226]]","trsck""",0.9305082067087452
13,data/segmented_objects\image_1_13.jpg,car,"[[0.0, 15.0], [33.0, 15.0], [33.0, 75.0], [0.0, 75.0]]",{,0.0348917360018399
13,data/segmented_objects\image_1_13.jpg,car,"[[242.0, 104.0], [270.0, 104.0], [270.0, 134.0], [242.0, 134.0]]",9,0.0711856995142312
13,data/segmented_objects\image_1_13.jpg,car,"[[1248.0, 102.0], [1274.0, 102.0], [1274.0, 134.0], [1248.0, 134.0]]",5,0.1045645974227795
13,data/segmented_objects\image_1_13.jpg,car,"[[989.0, 131.0], [1045.0, 131.0], [1045.0, 145.0], [989.0, 145.0]]",WdM12,0.0039718806560086
13,data/segmented_objects\image_1_13.jpg,car,"[[983.0, 130.0], [1127.0, 130.0], [1127.0, 168.0], [983.0, 168.0]]",Kuss;du,0.092085070004481
13,data/segmented_objects\image_1_13.jpg,car,"[[1355.0, 223.0], [1383.0, 223.0], [1383.0, 237.0], [1355.0, 237.0]]",Fa,0.0011996166093573
13,data/segmented_objects\image_1_13.jpg,car,"[[1416.0, 252.0], [1440.0, 252.0], [1440.0, 280.0], [1416.0, 280.0]]",0,0.6477575888950469
13,data/segmented_objects\image_1_13.jpg,car,"[[110.0, 350.0], [176.0, 350.0], [176.0, 380.0], [110.0, 380.0]]",Guun,0.2729681730270386
13,data/segmented_objects\image_1_13.jpg,car,"[[1324.0, 344.0], [1402.0, 344.0], [1402.0, 394.0], [1324.0, 394.0]]",Vdd,0.1146690412192941
13,data/segmented_objects\image_1_13.jpg,car,"[[1271.0, 391.0], [1321.0, 391.0], [1321.0, 405.0], [1271.0, 405.0]]",Cdv,0.0322451771190488
13,data/segmented_objects\image_1_13.jpg,car,"[[1349.0, 385.0], [1397.0, 385.0], [1397.0, 401.0], [1349.0, 401.0]]",Wb,0.0509059817107518
13,data/segmented_objects\image_1_13.jpg,car,"[[1323.0, 607.0], [1363.0, 607.0], [1363.0, 643.0], [1323.0, 643.0]]",K,0.3562854665682522
13,data/segmented_objects\image_1_13.jpg,car,"[[0.0, 905.0], [35.0, 905.0], [35.0, 961.0], [0.0, 961.0]]",X,0.7883051172538593
13,data/segmented_objects\image_1_13.jpg,car,"[[242.0, 992.0], [268.0, 992.0], [268.0, 1022.0], [242.0, 1022.0]]",0,0.0554695535380498
13,data/segmented_objects\image_1_13.jpg,car,"[[1285.0, 1153.0], [1449.0, 1153.0], [1449.0, 1173.0], [1285.0, 1173.0]]",IMAGE ID: 1215385771,0.6273461161076918
13,data/segmented_objects\image_1_13.jpg,car,"[[45.0, 1147.0], [359.0, 1147.0], [359.0, 1207.0], [45.0, 1207.0]]","shutterstesck""",0.7393701513345473
13,data/segmented_objects\image_1_13.jpg,car,"[[1305.0, 1181.0], [1451.0, 1181.0], [1451.0, 1197.0], [1305.0, 1197.0]]",wwvwshulterstockcom,0.5604497965374314
13,data/segmented_objects\image_1_13.jpg,car,"[[286.9904649372536, 26.679976368232488], [379.15383511751736, -37.24926588100667], [412.0095350627464, 18.320023631767512], [318.84616488248264, 82.24926588100666]]",shul,0.5163193345069885
13,data/segmented_objects\image_1_13.jpg,car,"[[1287.9904649372536, 27.679976368232488], [1385.3086618802047, -37.16869164105971], [1418.0095350627464, 19.320023631767512], [1319.6913381197953, 85.16869164105971]]",shul,0.7743600606918335
13,data/segmented_objects\image_1_13.jpg,car,"[[519.2397140787303, 146.05814151174692], [652.1711202283261, 50.13425343594529], [672.7602859212697, 90.94185848825309], [540.8288797716739, 185.86574656405472]]",Hugphakram,0.9997721802111348
13,data/segmented_objects\image_1_13.jpg,car,"[[957.5116820441493, 327.0170532313361], [1193.5517134651363, 142.68192661471315], [1224.4883179558506, 197.9829467686639], [988.4482865348637, 382.3180733852869]]","shutterstesck""",0.6438570326994413
13,data/segmented_objects\image_1_13.jpg,car,"[[1354.8905996075496, 313.3358994113243], [1404.748314552243, 309.02871413764274], [1406.1094003924504, 331.6641005886757], [1356.251685447757, 335.97128586235726]]",~sdb,0.0994288697838783
13,data/segmented_objects\image_1_13.jpg,car,"[[1267.3358994113244, 333.5038491169865], [1319.5724787771376, 328.45651273371743], [1321.6641005886756, 353.4961508830135], [1269.4275212228624, 358.54348726628257]]",aucs,0.0556609481573104
